split,image_path,label_path,issue,detail
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1131.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1131.txt,class_id_out_of_range,line 2: 3 0.457219 0.101414 0.167906 0.140734
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1134.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1134.txt,class_id_out_of_range,line 2: 3 0.700422 0.240922 0.150625 0.153094
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1134.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1134.txt,class_id_out_of_range,line 3: 3 0.559680 0.273016 0.145672 0.138281
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1135.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1135.txt,class_id_out_of_range,line 2: 3 0.538695 0.266844 0.172828 0.135813
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1136.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1136.txt,class_id_out_of_range,line 1: 3 0.396719 0.290305 0.372844 0.286422
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1138.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1138.txt,class_id_out_of_range,line 2: 3 0.393023 0.248320 0.093828 0.088891
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1138.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1138.txt,class_id_out_of_range,line 3: 3 0.676961 0.226102 0.088891 0.103703
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1142.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1142.txt,class_id_out_of_range,line 1: 3 0.518734 0.171820 0.386844 0.279828
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1144.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1144.txt,class_id_out_of_range,line 1: 3 0.748742 0.203336 0.111453 0.095734
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1144.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1144.txt,class_id_out_of_range,line 3: 3 0.316508 0.346945 0.161453 0.134328
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1147.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1147.txt,blurry_image,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1147.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1147.txt,class_id_out_of_range,line 2: 3 0.482148 0.280703 0.296641 0.164531
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1148.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1148.txt,class_id_out_of_range,line 5: 3 0.871375 0.479578 0.104594 0.092594
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1148.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1148.txt,class_id_out_of_range,line 6: 3 0.706773 0.485609 0.111453 0.087531
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1148.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1148.txt,class_id_out_of_range,line 7: 3 0.518156 0.447852 0.132031 0.094297
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1148.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1148.txt,class_id_out_of_range,line 8: 3 0.302961 0.452992 0.116609 0.084016
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1148.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1148.txt,class_id_out_of_range,line 9: 3 0.174375 0.443586 0.130312 0.116547
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1149.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1149.txt,class_id_out_of_range,line 1: 3 0.291812 0.116914 0.142313 0.138891
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1149.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1149.txt,class_id_out_of_range,line 2: 3 0.489000 0.119492 0.197187 0.099453
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1149.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1149.txt,class_id_out_of_range,line 3: 3 0.706766 0.145211 0.135469 0.123453
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1150.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1150.txt,class_id_out_of_range,line 2: 3 0.519008 0.100625 0.154328 0.116594
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1153.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1153.txt,class_id_out_of_range,line 1: 3 0.633508 0.066633 0.313578 0.133266
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1153.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1153.txt,class_id_out_of_range,line 2: 3 0.402648 0.062898 0.153078 0.116047
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1154.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1154.txt,class_id_out_of_range,line 1: 3 0.695273 0.118453 0.313641 0.182719
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1154.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1154.txt,class_id_out_of_range,line 3: 3 0.365609 0.136969 0.266656 0.209875
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1155.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1155.txt,class_id_out_of_range,line 1: 3 0.661898 0.535734 0.098766 0.148156
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1155.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1155.txt,class_id_out_of_range,line 2: 3 0.154469 0.553000 0.165500 0.098813
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1156.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1156.txt,class_id_out_of_range,line 8: 3 0.755414 0.364742 0.041672 0.050609
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1156.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1156.txt,small_bbox_ratio,line 8: 3 0.755414 0.364742 0.041672 0.050609
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1156.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1156.txt,class_id_out_of_range,line 9: 3 0.676523 0.411383 0.046641 0.046641
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1156.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1156.txt,small_bbox_ratio,line 9: 3 0.676523 0.411383 0.046641 0.046641
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1156.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1156.txt,class_id_out_of_range,line 10: 3 0.541070 0.387070 0.053578 0.039703
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1156.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1156.txt,small_bbox_ratio,line 10: 3 0.541070 0.387070 0.053578 0.039703
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1156.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1156.txt,class_id_out_of_range,line 11: 3 0.445813 0.404930 0.039687 0.037703
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1156.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1156.txt,small_bbox_ratio,line 11: 3 0.445813 0.404930 0.039687 0.037703
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1156.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1156.txt,class_id_out_of_range,line 12: 3 0.396203 0.413367 0.035719 0.040672
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1156.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1156.txt,small_bbox_ratio,line 12: 3 0.396203 0.413367 0.035719 0.040672
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1156.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1156.txt,class_id_out_of_range,line 13: 3 0.354031 0.397984 0.040687 0.033750
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1156.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1156.txt,small_bbox_ratio,line 13: 3 0.354031 0.397984 0.040687 0.033750
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1156.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1156.txt,class_id_out_of_range,line 14: 3 0.248047 0.392930 0.048625 0.038703
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1156.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1156.txt,small_bbox_ratio,line 14: 3 0.248047 0.392930 0.048625 0.038703
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1157.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1157.txt,class_id_out_of_range,line 1: 3 0.863203 0.292930 0.158594 0.118609
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1158.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1158.txt,blurry_image,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1158.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1158.txt,class_id_out_of_range,line 2: 3 0.707453 0.353656 0.235781 0.211469
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1159.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1159.txt,class_id_out_of_range,line 2: 3 0.693906 0.201625 0.120031 0.094312
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1160.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1160.txt,class_id_out_of_range,line 3: 3 0.104062 0.403953 0.130312 0.108031
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1160.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1160.txt,class_id_out_of_range,line 4: 3 0.391273 0.399672 0.125172 0.102875
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1160.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1160.txt,class_id_out_of_range,line 6: 3 0.662188 0.377383 0.108031 0.089172
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1160.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1160.txt,class_id_out_of_range,line 7: 3 0.863664 0.345656 0.089172 0.090875
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1161.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1161.txt,class_id_out_of_range,line 2: 3 0.650633 0.105570 0.127578 0.121391
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1162.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1162.txt,class_id_out_of_range,line 9: 3 0.911109 0.285641 0.074406 0.073469
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1162.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1162.txt,class_id_out_of_range,line 10: 3 0.093547 0.210844 0.102406 0.077406
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1162.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1162.txt,class_id_out_of_range,line 11: 3 0.190477 0.248469 0.066672 0.066688
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1162.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1162.txt,class_id_out_of_range,line 12: 3 0.323250 0.268719 0.055969 0.057156
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1162.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1162.txt,class_id_out_of_range,line 13: 3 0.355398 0.274070 0.036922 0.036922
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1162.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1162.txt,small_bbox_ratio,line 13: 3 0.355398 0.274070 0.036922 0.036922
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1162.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1162.txt,class_id_out_of_range,line 14: 3 0.490000 0.253828 0.055938 0.058344
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1162.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1162.txt,class_id_out_of_range,line 15: 3 0.609031 0.250852 0.048812 0.040484
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1162.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1162.txt,small_bbox_ratio,line 15: 3 0.609031 0.250852 0.048812 0.040484
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1162.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1162.txt,class_id_out_of_range,line 16: 3 0.673328 0.485430 0.053594 0.059547
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1163.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1163.txt,dark_image,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1163.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1163.txt,class_id_out_of_range,line 1: 3 0.634250 0.307336 0.234563 0.170359
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1165.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1165.txt,class_id_out_of_range,line 1: 3 0.428078 0.267836 0.148156 0.111109
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1166.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1166.txt,class_id_out_of_range,line 1: 3 0.545383 0.116008 0.185141 0.108578
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1167.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1167.txt,class_id_out_of_range,line 1: 3 0.367625 0.292508 0.249312 0.175328
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1168.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1168.txt,class_id_out_of_range,line 1: 3 0.491789 0.469148 0.137859 0.086422
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1169.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1169.txt,low_contrast_image,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1169.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1169.txt,blurry_image,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1169.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1169.txt,class_id_out_of_range,line 1: 3 0.489805 0.079438 0.125922 0.116062
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1170.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1170.txt,class_id_out_of_range,line 1: 3 0.482406 0.247344 0.204937 0.180250
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1172.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1172.txt,class_id_out_of_range,line 3: 3 0.649062 0.154750 0.158031 0.177781
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1172.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1172.txt,class_id_out_of_range,line 4: 3 0.393516 0.112773 0.180250 0.153078
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1174.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1174.txt,class_id_out_of_range,line 3: 3 0.616969 0.139930 0.133344 0.148141
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1176.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1176.txt,blurry_image,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1176.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1176.txt,class_id_out_of_range,line 1: 3 0.302187 0.295484 0.219687 0.143219
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1176.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1176.txt,class_id_out_of_range,line 4: 3 0.576227 0.283141 0.185172 0.182719
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1177.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1177.txt,class_id_out_of_range,line 2: 3 0.409562 0.137461 0.345688 0.261734
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1179.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1179.txt,class_id_out_of_range,line 3: 3 0.456477 0.259680 0.128391 0.106172
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1179.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1179.txt,class_id_out_of_range,line 4: 3 0.752773 0.249805 0.113578 0.116047
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1180.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1180.txt,class_id_out_of_range,line 1: 3 0.740430 0.284375 0.271609 0.288875
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1181.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1181.txt,class_id_out_of_range,line 2: 3 0.156477 0.300430 0.081484 0.083953
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1181.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1181.txt,class_id_out_of_range,line 3: 3 0.478695 0.453508 0.088891 0.123453
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1181.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1181.txt,class_id_out_of_range,line 4: 3 0.800914 0.328820 0.125922 0.125922
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1181.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1181.txt,class_id_out_of_range,line 5: 3 0.330555 0.411539 0.083922 0.079016
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1181.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1181.txt,class_id_out_of_range,line 6: 3 0.633016 0.421414 0.081469 0.074078
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1182.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1182.txt,class_id_out_of_range,line 1: 3 0.521414 0.243016 0.174891 0.156375
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1184.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1184.txt,class_id_out_of_range,line 1: 3 0.508039 0.305773 0.148141 0.125516
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1185.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1185.txt,class_id_out_of_range,line 3: 3 0.447336 0.307828 0.203703 0.224281
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1185.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1185.txt,class_id_out_of_range,line 4: 3 0.170586 0.261539 0.189297 0.205766
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1187.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1187.txt,class_id_out_of_range,line 1: 3 0.303305 0.306805 0.269547 0.242797
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1189.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1189.txt,class_id_out_of_range,line 1: 3 0.267312 0.288953 0.166438 0.166875
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1189.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1189.txt,class_id_out_of_range,line 2: 3 0.148203 0.401531 0.296406 0.283813
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1189.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1189.txt,class_id_out_of_range,line 3: 3 0.409094 0.281711 0.108437 0.110391
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1189.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1189.txt,class_id_out_of_range,line 4: 3 0.885336 0.396102 0.229328 0.264297
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1191.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1191.txt,class_id_out_of_range,line 1: 3 0.654766 0.063961 0.140906 0.093078
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1192.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1192.txt,class_id_out_of_range,line 1: 3 0.524891 0.265148 0.309313 0.300641
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1194.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1194.txt,class_id_out_of_range,line 1: 3 0.510820 0.301945 0.159953 0.158234
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1195.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1195.txt,blurry_image,
