split,image_path,label_path,width,height,brightness,contrast,blur_var,file_size_kb,label_obj_count,issues
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1013.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1013.txt,640,640,176.5772314453125,55.58080612255193,304.24933836888675,42.2158203125,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1015.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1015.txt,640,640,173.16877197265626,56.18621723892447,318.65629373013974,43.806640625,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1017.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1017.txt,640,640,172.85843505859376,56.63339560474268,302.71279783544543,43.62890625,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1018.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1018.txt,640,640,174.00996337890626,56.74981956595833,337.04741289538737,44.4716796875,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image102.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image102.txt,640,640,178.76306884765626,57.99204281963157,802.6645387251317,63.7177734375,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1020.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1020.txt,640,640,176.44585693359375,59.6614708290694,317.35299784944056,44.1181640625,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1021.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1021.txt,640,640,171.31108154296874,56.78841043052696,333.4889486915529,48.5234375,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1022.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1022.txt,640,640,170.95812744140625,56.97741600581688,342.698636989975,49.0556640625,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1024.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1024.txt,640,640,105.18755859375,85.50256229277566,463.37504038638474,49.4814453125,16,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1025.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1025.txt,640,640,181.60641845703125,57.17920594220594,764.1417466963767,62.2861328125,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1026.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1026.txt,640,640,173.4177783203125,56.783830205092,305.929472928977,47.7822265625,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1027.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1027.txt,640,640,172.359072265625,56.882988098776266,319.1188796510637,47.8623046875,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1028.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1028.txt,640,640,171.94327880859376,56.98355957368663,331.0959957561255,49.337890625,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1029.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1029.txt,640,640,172.372890625,57.96690982695936,334.34474926852585,49.3232421875,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image103.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image103.txt,640,640,94.20595947265625,78.18612444165655,956.6555344812333,62.1611328125,2,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1030.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1030.txt,640,640,172.52779296875,59.235138237582454,342.36283688964846,49.5126953125,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1031.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1031.txt,640,640,170.74423828125,60.79429589373314,332.1362696825921,49.1279296875,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1032.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1032.txt,640,640,168.52593994140625,60.8269397118616,306.8542655032873,47.900390625,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1033.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1033.txt,640,640,167.56121826171875,60.60096791940473,313.7147921049535,48.28125,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1034.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1034.txt,640,640,167.1960595703125,60.06999581640228,314.8765094194174,48.3994140625,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1035.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1035.txt,640,640,76.297763671875,75.381730762146,645.4845993156194,54.9658203125,12,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1036.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1036.txt,640,640,140.2145068359375,92.45347187493815,1052.5069454860688,52.115234375,6,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1038.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1038.txt,640,640,177.11032470703125,58.08445754764722,861.6268478841722,64.412109375,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1039.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1039.txt,640,640,170.4490869140625,61.722153262821905,271.8712841537237,46.265625,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image104.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image104.txt,640,640,177.57240234375,57.75372306352633,330.17483746523266,47.4208984375,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1040.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1040.txt,640,640,171.3133935546875,61.4852441561852,279.4683192510367,46.6025390625,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1041.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1041.txt,640,640,170.94606689453124,61.39965787492311,295.0783447189271,48.296875,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1042.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1042.txt,640,640,171.64037353515624,61.33991986162654,294.60380179510116,48.3251953125,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1043.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1043.txt,640,640,174.94424072265625,61.71354355577825,316.1377978500366,49.16796875,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1044.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1044.txt,640,640,174.45555908203124,62.208745588878095,307.5944730717599,48.9951171875,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1045.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1045.txt,640,640,174.16870361328125,62.419206012813696,314.6125107228697,49.30078125,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1047.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1047.txt,640,640,171.119873046875,58.886858863315375,346.9362327742517,49.2275390625,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1048.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1048.txt,640,640,171.40954345703125,58.563499488663155,380.64019508352277,50.7138671875,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image105.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image105.txt,640,640,177.46705322265626,56.717759396764265,345.31243901040557,48.62890625,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1050.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1050.txt,640,640,172.0798828125,58.38753805174468,386.8533975295782,50.0419921875,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1051.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1051.txt,640,640,81.751650390625,72.50156041550912,848.8824853114843,55.517578125,29,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1052.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1052.txt,640,640,171.86882080078124,58.68959493637027,355.54252570242284,49.248046875,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1053.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1053.txt,640,640,171.44028076171875,58.87441387463234,349.3122191977501,49.02734375,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1054.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1054.txt,640,640,171.384599609375,59.0432207561881,340.44279205617903,48.767578125,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1058.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1058.txt,640,640,171.84455810546876,60.050847095711966,343.53410098969937,48.24609375,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1059.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1059.txt,640,640,172.1231396484375,60.147016292113925,336.9856933284759,47.9775390625,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image106.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image106.txt,640,640,180.0717724609375,56.26151248499044,392.6245840724945,50.1708984375,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1060.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1060.txt,640,640,110.98496337890624,92.08133428210857,462.9588915294408,35.6337890625,6,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1061.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1061.txt,640,640,172.10610595703125,59.91369735550988,337.1937039938927,48.326171875,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1062.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1062.txt,640,640,171.62316650390625,59.519096048717245,332.5701518788279,48.1435546875,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1064.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1064.txt,640,640,173.4571923828125,59.006707997747036,343.8092869205236,47.861328125,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1066.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1066.txt,640,640,172.24557373046875,58.5210119181603,347.7151741321325,48.84375,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1067.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1067.txt,640,640,171.92173828125,58.44004312995319,337.1868063676596,48.5341796875,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1069.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1069.txt,640,640,97.90133056640624,44.670708384515024,268.37842348191737,50.8935546875,2,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1070.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1070.txt,640,640,171.0886083984375,59.03506317487735,316.7113646803797,48.1396484375,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1071.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1071.txt,640,640,170.4492724609375,58.262883367321436,294.2498412864149,47.2119140625,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1073.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1073.txt,640,640,167.66606201171874,59.26511194925702,276.41891744036076,46.92578125,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1075.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1075.txt,640,640,168.31242431640624,58.479086112345286,311.8842450591087,48.068359375,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1077.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1077.txt,640,640,166.9787451171875,58.04865567583554,285.6874731313646,46.986328125,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1079.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1079.txt,640,640,150.081435546875,60.60012449386902,986.9803857129813,65.5087890625,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image108.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image108.txt,640,640,163.84691650390624,51.86187841535122,205.32819138216374,55.1083984375,5,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1080.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1080.txt,640,640,168.1039794921875,57.8444305288753,277.74226755470636,46.1171875,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1081.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1081.txt,640,640,166.6731982421875,58.42969412977796,283.4863742614746,45.5234375,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1082.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1082.txt,640,640,166.94459716796874,58.93515841164772,273.0336688270509,45.1748046875,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1084.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1084.txt,640,640,168.439560546875,59.023218289780836,266.2881546139181,43.951171875,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1086.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1086.txt,640,640,165.6456591796875,56.38103392826498,244.68917706355452,41.638671875,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1087.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1087.txt,640,640,164.68233154296874,57.12517627894855,243.41888835523127,42.748046875,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image109.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image109.txt,640,640,129.7105419921875,93.07294626451278,540.0533763103425,43.7109375,9,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1090.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1090.txt,640,640,65.98206787109375,59.78668891701115,525.1339084300935,58.0546875,4,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1092.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1092.txt,640,640,163.20496826171876,57.41352024736417,240.29688705634476,41.818359375,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1093.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1093.txt,640,640,172.5393603515625,55.41399640415772,263.68594389423725,43.9833984375,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1095.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1095.txt,640,640,170.64026123046875,56.80113798913879,268.6954198549032,44.427734375,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1097.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1097.txt,640,640,169.44981201171876,57.88367881835254,275.5163669442892,44.1767578125,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1098.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1098.txt,640,640,175.28029052734374,59.584280044574385,265.53254518315794,44.103515625,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1099.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1099.txt,640,640,176.04388916015625,59.5822528300726,287.9208163146913,45.1171875,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1100.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1100.txt,640,640,72.88769775390625,66.85125289623096,471.4010980224609,40.4365234375,11,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1101.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1101.txt,640,640,176.86251220703124,59.747249662677,305.0830355701208,45.9423828125,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1102.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1102.txt,640,640,177.21939453125,60.60354309680759,318.33405600175263,46.9306640625,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1103.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1103.txt,640,640,176.77334716796875,61.63523020610463,276.6313922069967,46.572265625,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1104.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1104.txt,640,640,170.623603515625,60.59441372850518,347.27911529502876,49.0419921875,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1105.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1105.txt,640,640,168.4617138671875,60.80513681181161,364.9791569636762,49.7900390625,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1106.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1106.txt,640,640,166.15848876953126,60.83183838101302,365.0621911105871,49.7744140625,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1108.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1108.txt,640,640,167.16630859375,62.514989383589516,373.53198708035944,51.587890625,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image111.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image111.txt,640,640,142.97198486328125,103.58860086218786,1996.1032813630998,60.9833984375,9,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1110.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1110.txt,640,640,88.8427734375,69.6221874894018,2952.4568310385703,74.177734375,5,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1112.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1112.txt,640,640,169.2831982421875,62.10063848255169,396.5510227666795,51.3408203125,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1113.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1113.txt,640,640,168.01015380859374,61.69625022724411,374.8118204934537,51.0224609375,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1115.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1115.txt,640,640,165.4622314453125,61.71487424082082,367.5767721170187,51.2900390625,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1116.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1116.txt,640,640,164.8407958984375,62.11708335241147,363.40227752632495,50.529296875,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1117.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1117.txt,1024,768,149.6623992919922,67.75975900908168,32.75309936934435,75.484375,2,blurry_image
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1118.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1118.txt,1024,683,133.48252053211934,50.758599176441805,164.95284766931766,383.1513671875,4,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1119.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1119.txt,680,1024,86.16556037454045,74.37697880340612,104.4896688548339,276.6611328125,2,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image112.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image112.txt,640,640,102.20256591796876,76.00427895674912,657.1344858643472,51.025390625,4,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1122.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1122.txt,1024,680,116.87046760110294,56.89678188943649,173.74873282949818,145.90234375,6,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1123.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1123.txt,1024,768,111.48454920450847,69.46101555735619,749.4668190552167,611.1826171875,3,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1124.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1124.txt,1024,683,146.01203473874452,53.18446965259925,338.1055716303219,337.29296875,10,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1126.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1126.txt,1024,683,126.13203897099194,72.89784672737083,1660.8482968393405,427.5986328125,6,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1128.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1128.txt,1024,683,145.1822039714495,48.45760779283353,552.8956590570948,824.2734375,4,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image113.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image113.txt,640,640,196.39810791015626,56.33771877470105,428.647288375473,59.1298828125,30,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1131.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1131.txt,707,1024,146.45570936836987,71.89050521486783,297.66304129889517,309.873046875,2,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1134.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1134.txt,685,1024,73.57046361770072,68.51922479550423,372.3718701965159,469.1005859375,4,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1135.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1135.txt,768,1024,109.44572448730469,67.53593801003163,1306.3079183042655,305.947265625,2,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1136.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1136.txt,1024,768,157.09972763061523,65.10317836913629,175.01658709696335,311.986328125,2,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1138.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1138.txt,1024,768,137.32689412434897,75.24059983678515,3196.172713209175,338.6806640625,6,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1140.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1140.txt,1024,1024,97.78482151031494,56.975566338441865,213.74738870700457,217.4970703125,2,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1142.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1142.txt,684,1024,92.51683713678727,67.68864206986304,302.27909449463334,87.2109375,2,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1143.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1143.txt,1024,768,149.27052052815756,71.3337606808768,1714.326503259206,604.099609375,1,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1144.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1144.txt,739,1024,84.68443816601827,60.83166542068414,80.45657112542098,65.6123046875,4,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1147.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1147.txt,683,1024,145.87905066114567,73.74108094118532,47.82307650793837,216.13671875,2,blurry_image
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1148.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1148.txt,1024,683,185.73185423911053,70.79365786278237,372.00400630447626,105.9541015625,10,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1149.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1149.txt,683,1024,133.8501541338763,84.97164411883368,447.1316221648362,103.125,6,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1150.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1150.txt,745,1024,87.55697226300336,44.927938595164946,224.81065828715725,314.7529296875,2,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1153.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1153.txt,683,1024,123.64928537930088,66.4805051840419,4172.777409546205,187.193359375,4,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1154.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1154.txt,814,1024,104.29569448710073,63.9500543926528,104.7618807100916,217.07421875,4,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image1155.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image1155.txt,1024,768,92.84500122070312,43.12676921334071,115.20258639099484,286.7490234375,4,
